Identificador ̼nico de la manzana,Uso
009248003,RESIDENCIAL
002553038,RESIDENCIAL
002558022,RESIDENCIAL
003102025,RESIDENCIAL
001338091,RESIDENCIAL
005657069,RESIDENCIAL
005657074,RESIDENCIAL
006401057,RESIDENCIAL
005607006,RESIDENCIAL
008506032,RESIDENCIAL
008527099,OTROS
008544016,BODEGAS
009106058,RESIDENCIAL
009106059,RESIDENCIAL
004638035,RESIDENCIAL
004638036,RESIDENCIAL
004638037,RESIDENCIAL
002311010,RESIDENCIAL
006409061,RESIDENCIAL
005601010,RESIDENCIAL
005668018,RESIDENCIAL
009106045,RESIDENCIAL
002631025,RESIDENCIAL
009106046,RESIDENCIAL
009106068,RESIDENCIAL
005308003,RESIDENCIAL
002431029,RESIDENCIAL
002446002,RESIDENCIAL
009266019,RESIDENCIAL
002205020,RESIDENCIAL
006505027,RESIDENCIAL
004630026,RESIDENCIAL
005636001,RESIDENCIAL
005630059,RESIDENCIAL
005683067,RESIDENCIAL
007202058,RESIDENCIAL
002571046,RESIDENCIAL
002501009,RESIDENCIAL
009201033,RESIDENCIAL
004402022,RESIDENCIAL
002305004,RESIDENCIAL
004541054,RESIDENCIAL
004201007,BODEGAS
004641021,RESIDENCIAL
004612040,RESIDENCIAL
005307038,RESIDENCIAL
006410004,RESIDENCIAL
007209004,RESIDENCIAL
003211026,OTROS
005652081,RESIDENCIAL
004563017,OTROS
002530011,RESIDENCIAL
008527013,RESIDENCIAL
009243004,OTROS
009256054,RESIDENCIAL
009256057,RESIDENCIAL
009256058,RESIDENCIAL
006519086,RESIDENCIAL
009102037,RESIDENCIAL
005631042,RESIDENCIAL
005631043,RESIDENCIAL
002502034,RESIDENCIAL
002636011,RESIDENCIAL
004632044,RESIDENCIAL
005601047,RESIDENCIAL
004210042,OTROS
002590004,RESIDENCIAL
004402028,RESIDENCIAL
002573078,RESIDENCIAL
001309027,RESIDENCIAL
001338094,RESIDENCIAL
002426050,RESIDENCIAL
005403086,RESIDENCIAL
005509010,RESIDENCIAL
005403029,RESIDENCIAL
001315080,RESIDENCIAL
002616096,RESIDENCIAL
006302034,OTROS
004528053,RESIDENCIAL
004580073,RESIDENCIAL
002519038,RESIDENCIAL
004580004,RESIDENCIAL
004309032,RESIDENCIAL
001415042,RESIDENCIAL
002526011,RESIDENCIAL
008537011,RESIDENCIAL
007105005,OFICINAS
002526043,RESIDENCIAL
002526084,RESIDENCIAL
002526069,RESIDENCIAL
004579028,RESIDENCIAL
002635055,RESIDENCIAL
009218017,RESIDENCIAL
002618054,RESIDENCIAL
004550036,RESIDENCIAL
001403028,RESIDENCIAL
001304005,RESIDENCIAL
002592049,OTROS
006502003,RESIDENCIAL
004509036,RESIDENCIAL
004539047,RESIDENCIAL
004509013,RESIDENCIAL
002430070,RESIDENCIAL
006401028,RESIDENCIAL
002618023,RESIDENCIAL
008404010,OFICINAS
004524099,RESIDENCIAL
004528025,OTROS
004535016,RESIDENCIAL
002433057,RESIDENCIAL
006506046,RESIDENCIAL
004530032,RESIDENCIAL
004630011,RESIDENCIAL
008528032,RESIDENCIAL
002566073,RESIDENCIAL
008528003,RESIDENCIAL
002561035,RESIDENCIAL
009207069,RESIDENCIAL
002547080,RESIDENCIAL
002438053,OTROS
002561065,RESIDENCIAL
006209010,RESIDENCIAL
006519089,RESIDENCIAL
006519085,RESIDENCIAL
005652025,RESIDENCIAL
009121037,RESIDENCIAL
008533066,RESIDENCIAL
009254065,RESIDENCIAL
004556027,RESIDENCIAL
004611079,RESIDENCIAL
005621057,RESIDENCIAL
004611022,RESIDENCIAL
004611080,RESIDENCIAL
005612019,RESIDENCIAL
002616084,RESIDENCIAL
002616001,RESIDENCIAL
005603038,RESIDENCIAL
001354009,RESIDENCIAL
006302060,RESIDENCIAL
009116051,RESIDENCIAL
005616014,RESIDENCIAL
001423024,RESIDENCIAL
006306001,BODEGAS
001417059,RESIDENCIAL
001428050,OTROS
001427094,RESIDENCIAL
004579029,RESIDENCIAL
004579049,RESIDENCIAL
004580019,OTROS
004580076,RESIDENCIAL
004210002,RESIDENCIAL
004210003,RESIDENCIAL
009256094,RESIDENCIAL
004212006,RESIDENCIAL
008530031,RESIDENCIAL
004586049,RESIDENCIAL
008106031,RESIDENCIAL
001322027,RESIDENCIAL
008504013,RESIDENCIAL
005601004,RESIDENCIAL
005401052,RESIDENCIAL
002431069,RESIDENCIAL
005603067,RESIDENCIAL
002528056,RESIDENCIAL
002431068,RESIDENCIAL
005652071,RESIDENCIAL
008523011,RESIDENCIAL
001305015,RESIDENCIAL
005657032,RESIDENCIAL
004555035,RESIDENCIAL
006104016,RESIDENCIAL
004504008,OTROS
001328066,RESIDENCIAL
005660086,RESIDENCIAL
002437033,RESIDENCIAL
001355063,RESIDENCIAL
005305025,RESIDENCIAL
005305026,RESIDENCIAL
004524097,RESIDENCIAL
004524087,RESIDENCIAL
005305007,RESIDENCIAL
005305010,RESIDENCIAL
003203024,RESIDENCIAL
005616031,RESIDENCIAL
005631026,RESIDENCIAL
005631029,RESIDENCIAL
005631039,RESIDENCIAL
005682009,RESIDENCIAL
005682012,RESIDENCIAL
004305004,RESIDENCIAL
004305005,RESIDENCIAL
002507026,RESIDENCIAL
002578044,RESIDENCIAL
001315035,RESIDENCIAL
002565001,OTROS
008540023,RESIDENCIAL
004613069,RESIDENCIAL
005636027,RESIDENCIAL
005636028,RESIDENCIAL
002544033,RESIDENCIAL
005639061,RESIDENCIAL
002571039,RESIDENCIAL
008516022,RESIDENCIAL
002570032,RESIDENCIAL
002412092,RESIDENCIAL
007201007,RESIDENCIAL
005668063,RESIDENCIAL
002544059,OTROS
009222020,RESIDENCIAL
004517080,RESIDENCIAL
002411068,OTROS
004517059,RESIDENCIAL
004627039,RESIDENCIAL
004627041,RESIDENCIAL
004627045,RESIDENCIAL
002436048,RESIDENCIAL
002569047,RESIDENCIAL
002569050,RESIDENCIAL
002569063,RESIDENCIAL
005612099,OTROS
005613030,OTROS
005613043,RESIDENCIAL
002307041,RESIDENCIAL
002307052,RESIDENCIAL
002520024,OTROS
002520052,RESIDENCIAL
009107020,RESIDENCIAL
004593015,RESIDENCIAL
005601041,RESIDENCIAL
002595006,RESIDENCIAL
004106007,RESIDENCIAL
005603018,RESIDENCIAL
002430060,RESIDENCIAL
004402023,RESIDENCIAL
001315026,RESIDENCIAL
001428028,RESIDENCIAL
001428041,RESIDENCIAL
002308035,RESIDENCIAL
001428045,RESIDENCIAL
001428048,RESIDENCIAL
002508041,RESIDENCIAL
002423099,OTROS
004524090,RESIDENCIAL
004539001,RESIDENCIAL
004524076,OTROS
001402059,OTROS
005668046,RESIDENCIAL
009108063,RESIDENCIAL
006215045,BODEGAS
005670033,RESIDENCIAL
009218014,RESIDENCIAL
002429025,RESIDENCIAL
004584096,RESIDENCIAL
002439022,OTROS
002440070,OTROS
002440071,OTROS
002440094,OTROS
002440096,OTROS
002440099,OTROS
002630036,OTROS
005670061,RESIDENCIAL
002431027,RESIDENCIAL
008508006,RESIDENCIAL
006212039,COMERCIO
002605071,OTROS
007310023,BODEGAS
001310041,RESIDENCIAL
005644002,RESIDENCIAL
002570062,RESIDENCIAL
004552021,RESIDENCIAL
004637056,RESIDENCIAL
008302009,OTROS
004576072,RESIDENCIAL
008519063,RESIDENCIAL
009121036,OTROS
008537097,RESIDENCIAL
005621016,RESIDENCIAL
006402030,RESIDENCIAL
001318016,RESIDENCIAL
002616031,RESIDENCIAL
002616043,RESIDENCIAL
002620026,RESIDENCIAL
005631001,RESIDENCIAL
005683075,RESIDENCIAL
005683081,UNIVERSIDADES Y COLEGIOS
005670054,OTROS
008416011,RESIDENCIAL
004622095,RESIDENCIAL
002614008,RESIDENCIAL
001352012,RESIDENCIAL
001352047,RESIDENCIAL
004210041,RESIDENCIAL
006517045,OTROS
002436004,RESIDENCIAL
002614038,RESIDENCIAL
001420020,OTROS
002594088,RESIDENCIAL
008521033,RESIDENCIAL
009248006,RESIDENCIAL
004567021,RESIDENCIAL
001404046,RESIDENCIAL
001337003,OTROS
009104031,OFICINAS
001211001,"CLINICAS, HOSPITALES, CENTROS MEDICOS"
006311025,RESIDENCIAL
004638015,RESIDENCIAL
004565001,RESIDENCIAL
001347017,RESIDENCIAL
001102022,RESIDENCIAL
004614027,RESIDENCIAL
002510092,RESIDENCIAL
009210084,RESIDENCIAL
001425011,RESIDENCIAL
002517048,RESIDENCIAL
002508009,RESIDENCIAL
001425076,RESIDENCIAL
009230027,RESIDENCIAL
002202064,OTROS
002202076,RESIDENCIAL
001346008,RESIDENCIAL
001304010,RESIDENCIAL
008417042,RESIDENCIAL
002511008,RESIDENCIAL
009236098,OTROS
007310038,RESIDENCIAL
004102003,RESIDENCIAL
002534007,RESIDENCIAL
002568024,RESIDENCIAL
004509053,RESIDENCIAL
009226012,RESIDENCIAL
002305012,RESIDENCIAL
001315046,RESIDENCIAL
002201009,RESIDENCIAL
006405099,OTROS
006105001,RESIDENCIAL
005603025,RESIDENCIAL
006104006,RESIDENCIAL
006510022,RESIDENCIAL
002420020,RESIDENCIAL
004564002,RESIDENCIAL
004564003,RESIDENCIAL
002420027,OTROS
008411010,OTROS
008414024,RESIDENCIAL
002437016,RESIDENCIAL
007305013,RESIDENCIAL
004633022,RESIDENCIAL
004555066,RESIDENCIAL
002502001,RESIDENCIAL
001318002,RESIDENCIAL
006407041,RESIDENCIAL
006105008,COMERCIO
001353028,RESIDENCIAL
001353035,RESIDENCIAL
002548041,RESIDENCIAL
004637059,OTROS
006414047,INDUSTRIA
005615022,RESIDENCIAL
009132010,RESIDENCIAL
004566034,RESIDENCIAL
005665014,RESIDENCIAL
002584003,RESIDENCIAL
005660083,RESIDENCIAL
002437094,UNIVERSIDADES Y COLEGIOS
006402089,RESIDENCIAL
002616018,RESIDENCIAL
002621048,RESIDENCIAL
001110016,RESIDENCIAL
002612005,RESIDENCIAL
005401006,RESIDENCIAL
005627030,RESIDENCIAL
005628093,RESIDENCIAL
002605011,RESIDENCIAL
002437024,RESIDENCIAL
002424008,RESIDENCIAL
001420034,RESIDENCIAL
002578018,RESIDENCIAL
002578049,OTROS
009215024,RESIDENCIAL
008507007,RESIDENCIAL
008305016,RESIDENCIAL
001347026,RESIDENCIAL
001412088,RESIDENCIAL
001401025,RESIDENCIAL
004531001,RESIDENCIAL
009266001,OTROS
002505023,RESIDENCIAL
008401030,RESIDENCIAL
001314012,RESIDENCIAL
001314005,RESIDENCIAL
001314016,RESIDENCIAL
001314017,RESIDENCIAL
002565026,RESIDENCIAL
004405060,RESIDENCIAL
009129040,RESIDENCIAL
009129042,RESIDENCIAL
002513048,RESIDENCIAL
002513049,OTROS
002507017,RESIDENCIAL
008510013,RESIDENCIAL
004555064,RESIDENCIAL
002446074,RESIDENCIAL
002553021,RESIDENCIAL
002565028,RESIDENCIAL
008515039,RESIDENCIAL
002501010,RESIDENCIAL
008529040,RESIDENCIAL
002537065,RESIDENCIAL
002537032,RESIDENCIAL
002537034,RESIDENCIAL
002537036,RESIDENCIAL
006515015,RESIDENCIAL
008514019,RESIDENCIAL
009118051,RESIDENCIAL
004612088,RESIDENCIAL
005504002,RESIDENCIAL
004609032,RESIDENCIAL
005636042,RESIDENCIAL
004304019,RESIDENCIAL
001104008,OTROS
009119063,RESIDENCIAL
006211002,RESIDENCIAL
007306002,RESIDENCIAL
002426001,RESIDENCIAL
005627051,RESIDENCIAL
002503010,RESIDENCIAL
005684022,RESIDENCIAL
005606035,RESIDENCIAL
008507054,RESIDENCIAL
002204028,RESIDENCIAL
001402019,RESIDENCIAL
001401027,RESIDENCIAL
005503046,OTROS
004550032,OTROS
002559077,RESIDENCIAL
009220010,RESIDENCIAL
004633086,RESIDENCIAL
004633088,RESIDENCIAL
009242041,RESIDENCIAL
009129087,RESIDENCIAL
002437038,RESIDENCIAL
002437034,RESIDENCIAL
004622037,RESIDENCIAL
002436040,RESIDENCIAL
002436060,RESIDENCIAL
007307010,RESIDENCIAL
004529058,RESIDENCIAL
005605003,RESIDENCIAL
004627078,RESIDENCIAL
002507020,RESIDENCIAL
004559064,RESIDENCIAL
001419060,RESIDENCIAL
008502036,RESIDENCIAL
002449005,OTROS
002513081,RESIDENCIAL
002103022,RESIDENCIAL
002441034,RESIDENCIAL
004105028,RESIDENCIAL
006520006,OTROS
001313034,RESIDENCIAL
001342093,RESIDENCIAL
002527075,OTROS
008528022,RESIDENCIAL
007404010,RESIDENCIAL
005649014,RESIDENCIAL
009125004,RESIDENCIAL
002515051,RESIDENCIAL
001404007,RESIDENCIAL
004509070,RESIDENCIAL
002517013,RESIDENCIAL
002521003,RESIDENCIAL
002424039,OTROS
005202018,RESIDENCIAL
002426013,OTROS
002601030,OTROS
002601035,OTROS
001417078,RESIDENCIAL
009267038,RESIDENCIAL
002515033,RESIDENCIAL
001421034,RESIDENCIAL
001426028,RESIDENCIAL
002619031,RESIDENCIAL
005111028,RESIDENCIAL
005111031,RESIDENCIAL
002521033,RESIDENCIAL
009230046,RESIDENCIAL
001413008,RESIDENCIAL
002449058,RESIDENCIAL
006403004,RESIDENCIAL
002543040,OFICINAS
001335018,RESIDENCIAL
001344014,RESIDENCIAL
002585017,RESIDENCIAL
004621065,RESIDENCIAL
002559009,RESIDENCIAL
006515023,RESIDENCIAL
006515017,RESIDENCIAL
004565028,RESIDENCIAL
002610033,OTROS
002527018,RESIDENCIAL
008505032,RESIDENCIAL
002456091,RESIDENCIAL
002578033,RESIDENCIAL
002509026,OTROS
002511071,RESIDENCIAL
002516031,OTROS
009217022,RESIDENCIAL
004505020,BODEGAS
002521011,OTROS
002525010,RESIDENCIAL
002609027,RESIDENCIAL
002526062,RESIDENCIAL
004506031,RESIDENCIAL
004506042,RESIDENCIAL
008508001,RESIDENCIAL
004105020,RESIDENCIAL
001331087,OTROS
005647067,RESIDENCIAL
005684002,RESIDENCIAL
001419065,RESIDENCIAL
001111031,RESIDENCIAL
002513071,RESIDENCIAL
002303027,RESIDENCIAL
002447002,OTROS
002513072,RESIDENCIAL
004101028,BODEGAS
004595067,RESIDENCIAL
002626040,RESIDENCIAL
009106021,RESIDENCIAL
006404042,RESIDENCIAL
002543023,RESIDENCIAL
009102020,RESIDENCIAL
009102033,RESIDENCIAL
004579069,RESIDENCIAL
007203011,RESIDENCIAL
009118049,RESIDENCIAL
006414051,RESIDENCIAL
004540050,RESIDENCIAL
002301029,OTROS
002621049,RESIDENCIAL
001417083,RESIDENCIAL
004533010,RESIDENCIAL
004533012,RESIDENCIAL
009118063,RESIDENCIAL
002534052,RESIDENCIAL
002615011,RESIDENCIAL
002619034,RESIDENCIAL
002503005,RESIDENCIAL
002538065,RESIDENCIAL
004596034,RESIDENCIAL
004529028,RESIDENCIAL
002460004,OTROS
002460003,OTROS
002460036,RESIDENCIAL
002402087,RESIDENCIAL
002307029,RESIDENCIAL
008414036,RESIDENCIAL
001210013,RESIDENCIAL
002542017,RESIDENCIAL
004607033,RESIDENCIAL
005654010,RESIDENCIAL
005675032,RESIDENCIAL
004553008,RESIDENCIAL
002555084,RESIDENCIAL
002555088,RESIDENCIAL
004566008,RESIDENCIAL
002607009,RESIDENCIAL
002525059,RESIDENCIAL
009129077,RESIDENCIAL
002523040,RESIDENCIAL
002523056,OFICINAS
009221032,RESIDENCIAL
006413064,RESIDENCIAL
008405010,RESIDENCIAL
002507041,BODEGAS
002203046,RESIDENCIAL
008305027,RESIDENCIAL
007401080,OFICINAS
001415032,RESIDENCIAL
008412021,RESIDENCIAL
002302029,RESIDENCIAL
005111019,RESIDENCIAL
007209036,RESIDENCIAL
004511052,RESIDENCIAL
004511058,RESIDENCIAL
005507065,OTROS
006415001,RESIDENCIAL
002408019,RESIDENCIAL
005603059,RESIDENCIAL
004579062,OTROS
002414043,RESIDENCIAL
002555090,RESIDENCIAL
002555091,RESIDENCIAL
002555097,RESIDENCIAL
001401019,RESIDENCIAL
004304001,RESIDENCIAL
004304004,OFICINAS
004304013,RESIDENCIAL
001401051,RESIDENCIAL
002502095,RESIDENCIAL
005503053,OTROS
006508008,OTROS
008417008,RESIDENCIAL
005404034,RESIDENCIAL
004633028,RESIDENCIAL
004531031,RESIDENCIAL
004552016,RESIDENCIAL
009114018,RESIDENCIAL
001107057,RESIDENCIAL
005116011,RESIDENCIAL
001206003,RESIDENCIAL
001323047,RESIDENCIAL
002420036,RESIDENCIAL
002420038,RESIDENCIAL
002501029,RESIDENCIAL
004619001,RESIDENCIAL
001419020,RESIDENCIAL
009110002,RESIDENCIAL
002430063,RESIDENCIAL
007310034,RESIDENCIAL
005626080,BODEGAS
002616063,RESIDENCIAL
004576078,RESIDENCIAL
004637037,RESIDENCIAL
001207005,RESIDENCIAL
002619002,RESIDENCIAL
004521083,RESIDENCIAL
002515029,RESIDENCIAL
004566016,RESIDENCIAL
006505046,RESIDENCIAL
002527076,OTROS
002505022,RESIDENCIAL
004637031,RESIDENCIAL
001408054,OTROS
008416040,RESIDENCIAL
004525097,RESIDENCIAL
004593066,RESIDENCIAL
004593068,RESIDENCIAL
004593077,RESIDENCIAL
009216001,RESIDENCIAL
004401084,RESIDENCIAL
002621054,RESIDENCIAL
002599021,RESIDENCIAL
002616019,RESIDENCIAL
002446017,RESIDENCIAL
007208018,RESIDENCIAL
006510007,RESIDENCIAL
006510009,RESIDENCIAL
001330015,RESIDENCIAL
008506083,RESIDENCIAL
003203031,RESIDENCIAL
002568003,RESIDENCIAL
004510001,RESIDENCIAL
002420001,RESIDENCIAL
009267096,OTROS
001403046,RESIDENCIAL
001403048,RESIDENCIAL
007209003,RESIDENCIAL
002509040,RESIDENCIAL
001348025,RESIDENCIAL
009245027,RESIDENCIAL
008504026,RESIDENCIAL
008515031,RESIDENCIAL
004504022,OTROS
004503096,OFICINAS
004308050,RESIDENCIAL
004308051,RESIDENCIAL
004308054,UNIVERSIDADES Y COLEGIOS
009204072,RESIDENCIAL
006405064,OTROS
002407013,RESIDENCIAL
002407017,RESIDENCIAL
005635022,RESIDENCIAL
004317006,RESIDENCIAL
002413020,RESIDENCIAL
002516019,RESIDENCIAL
002516021,RESIDENCIAL
002516023,RESIDENCIAL
002451051,OTROS
009217042,OTROS
004642045,RESIDENCIAL
002438059,RESIDENCIAL
002625022,RESIDENCIAL
001355072,RESIDENCIAL
001113071,RESIDENCIAL
008412054,RESIDENCIAL
004625086,OTROS
003108011,RESIDENCIAL
004612073,RESIDENCIAL
008311002,RESIDENCIAL
002627023,RESIDENCIAL
005202026,RESIDENCIAL
005404053,RESIDENCIAL
005404054,RESIDENCIAL
009212080,RESIDENCIAL
002437001,RESIDENCIAL
006504019,RESIDENCIAL
004642068,RESIDENCIAL
004506069,RESIDENCIAL
001412046,RESIDENCIAL
004556072,RESIDENCIAL
004621001,RESIDENCIAL
004621023,RESIDENCIAL
004621025,RESIDENCIAL
004621026,RESIDENCIAL
001412076,RESIDENCIAL
008530046,RESIDENCIAL
002627048,RESIDENCIAL
008515063,RESIDENCIAL
002449031,OTROS
005404022,RESIDENCIAL
004504003,COMERCIO
008505007,RESIDENCIAL
002625019,RESIDENCIAL
005111039,RESIDENCIAL
005116005,RESIDENCIAL
004408002,RESIDENCIAL
004408015,RESIDENCIAL
002461039,OTROS
006410067,RESIDENCIAL
006508002,RESIDENCIAL
006401072,RESIDENCIAL
001418052,OTROS
002527052,RESIDENCIAL
005509001,RESIDENCIAL
008203010,RESIDENCIAL
009118041,RESIDENCIAL
001336015,RESIDENCIAL
004622041,RESIDENCIAL
004622060,RESIDENCIAL
009109053,RESIDENCIAL
004111032,RESIDENCIAL
004637025,RESIDENCIAL
001345037,OTROS
004642023,RESIDENCIAL
002414030,OTROS
001403002,RESIDENCIAL
001402079,RESIDENCIAL
001402080,BODEGAS
001106011,RESIDENCIAL
004304087,RESIDENCIAL
002514012,OTROS
002545026,RESIDENCIAL
002548086,RESIDENCIAL
003202036,RESIDENCIAL
009254077,OTROS
006311034,RESIDENCIAL
002447013,OTROS
004111030,BODEGAS
002104017,RESIDENCIAL
002553005,RESIDENCIAL
005401030,RESIDENCIAL
004305008,RESIDENCIAL
002438058,RESIDENCIAL
002307059,RESIDENCIAL
002460088,OTROS
004544013,RESIDENCIAL
004609075,RESIDENCIAL
008508020,RESIDENCIAL
008508023,RESIDENCIAL
004579041,RESIDENCIAL
001423066,RESIDENCIAL
005604008,RESIDENCIAL
001402016,RESIDENCIAL
005109003,OFICINAS
005639007,RESIDENCIAL
007106016,RESIDENCIAL
009258013,RESIDENCIAL
007206019,RESIDENCIAL
004401067,RESIDENCIAL
002103029,COMERCIO
001347054,RESIDENCIAL
001347055,RESIDENCIAL
004317008,RESIDENCIAL
004307014,RESIDENCIAL
004553016,RESIDENCIAL
004553024,RESIDENCIAL
009129043,RESIDENCIAL
002549083,OTROS
002506013,RESIDENCIAL
002509036,RESIDENCIAL
009120070,RESIDENCIAL
008305011,OFICINAS
007209016,RESIDENCIAL
005507008,RESIDENCIAL
009220039,RESIDENCIAL
004579054,RESIDENCIAL
001306011,RESIDENCIAL
003106031,RESIDENCIAL
009230019,RESIDENCIAL
009205025,RESIDENCIAL
001402055,OTROS
001412037,RESIDENCIAL
004598032,RESIDENCIAL
005655018,RESIDENCIAL
004554022,RESIDENCIAL
002622021,OTROS
004406013,RESIDENCIAL
004532036,RESIDENCIAL
001207003,RESIDENCIAL
001403058,RESIDENCIAL
002536024,RESIDENCIAL
008528056,OTROS
008206006,RESIDENCIAL
006505012,RESIDENCIAL
002529056,RESIDENCIAL
001404023,RESIDENCIAL
008416002,RESIDENCIAL
002612089,OFICINAS
002614011,RESIDENCIAL
002618058,RESIDENCIAL
002599052,RESIDENCIAL
002431098,OTROS
008415044,RESIDENCIAL
009109032,RESIDENCIAL
009109034,RESIDENCIAL
008411012,RESIDENCIAL
004503006,OTROS
007202024,RESIDENCIAL
005207010,RESIDENCIAL
002597034,OTROS
002594005,RESIDENCIAL
002594007,RESIDENCIAL
002429076,OFICINAS
006506061,RESIDENCIAL
006217033,RESIDENCIAL
001327053,RESIDENCIAL
008417066,RESIDENCIAL
004304027,RESIDENCIAL
002612040,RESIDENCIAL
002597042,RESIDENCIAL
002597044,RESIDENCIAL
002309041,RESIDENCIAL
002607087,OTROS
001344015,RESIDENCIAL
001421009,RESIDENCIAL
009210075,OTROS
002502032,RESIDENCIAL
008502052,RESIDENCIAL
002502037,OTROS
002502038,RESIDENCIAL
001403073,OTROS
002441071,OTROS
001357013,RESIDENCIAL
004642062,RESIDENCIAL
002525060,RESIDENCIAL
001301045,OTROS
002504045,RESIDENCIAL
002504042,RESIDENCIAL
002504046,RESIDENCIAL
008547004,RESIDENCIAL
009244075,RESIDENCIAL
001353042,RESIDENCIAL
004517087,RESIDENCIAL
009124034,RESIDENCIAL
009245007,OTROS
002533047,RESIDENCIAL
001314018,RESIDENCIAL
005615024,RESIDENCIAL
005308055,UNIVERSIDADES Y COLEGIOS
006515046,RESIDENCIAL
006515051,RESIDENCIAL
006515036,RESIDENCIAL
001335045,RESIDENCIAL
002401020,RESIDENCIAL
006503035,OTROS
002546054,RESIDENCIAL
004559037,RESIDENCIAL
009201029,RESIDENCIAL
009259020,RESIDENCIAL
004208007,INDUSTRIA
009242028,RESIDENCIAL
009109002,RESIDENCIAL
009109003,RESIDENCIAL
001316004,RESIDENCIAL
003209023,RESIDENCIAL
001412018,RESIDENCIAL
001419040,RESIDENCIAL
001419041,RESIDENCIAL
006510015,RESIDENCIAL
005502040,RESIDENCIAL
008508014,RESIDENCIAL
009241036,RESIDENCIAL
005655020,RESIDENCIAL
006506029,RESIDENCIAL
005627021,RESIDENCIAL
002579013,RESIDENCIAL
002446028,RESIDENCIAL
002601015,RESIDENCIAL
002601018,RESIDENCIAL
006107015,COMERCIO
001418025,RESIDENCIAL
004612061,RESIDENCIAL
002424003,RESIDENCIAL
004551054,RESIDENCIAL
002566042,RESIDENCIAL
004566041,RESIDENCIAL
009256034,RESIDENCIAL
002548085,RESIDENCIAL
004503036,RESIDENCIAL
002555083,RESIDENCIAL
009256035,RESIDENCIAL
001303017,RESIDENCIAL
009222002,RESIDENCIAL
004510014,RESIDENCIAL
001103006,RESIDENCIAL
002616088,RESIDENCIAL
002601010,OTROS
002583059,RESIDENCIAL
002620014,OTROS
005501013,RESIDENCIAL
002615061,RESIDENCIAL
004551020,RESIDENCIAL
007103011,RESIDENCIAL
001303040,RESIDENCIAL
007301009,RESIDENCIAL
001347015,RESIDENCIAL
002611030,RESIDENCIAL
001412002,RESIDENCIAL
001412049,RESIDENCIAL
008416035,RESIDENCIAL
004593042,RESIDENCIAL
004593071,RESIDENCIAL
009110008,RESIDENCIAL
002599019,RESIDENCIAL
004512023,RESIDENCIAL
001319058,RESIDENCIAL
001335050,RESIDENCIAL
001335053,RESIDENCIAL
004576018,RESIDENCIAL
005111044,RESIDENCIAL
004612056,RESIDENCIAL
004641053,RESIDENCIAL
006217021,RESIDENCIAL
006403072,RESIDENCIAL
004509026,RESIDENCIAL
004589099,RESIDENCIAL
002438040,RESIDENCIAL
002506082,RESIDENCIAL
004317009,RESIDENCIAL
002451027,OTROS
005502072,RESIDENCIAL
002445071,RESIDENCIAL
002451053,OTROS
006419025,RESIDENCIAL
005649007,RESIDENCIAL
002426023,RESIDENCIAL
002537001,RESIDENCIAL
008506063,OTROS
002431011,RESIDENCIAL
002431017,RESIDENCIAL
006515054,RESIDENCIAL
005627010,RESIDENCIAL
002545024,RESIDENCIAL
004632011,RESIDENCIAL
004632013,RESIDENCIAL
002513041,RESIDENCIAL
004632020,RESIDENCIAL
004632029,RESIDENCIAL
009263016,RESIDENCIAL
008416004,RESIDENCIAL
008214019,RESIDENCIAL
007405015,RESIDENCIAL
001331068,RESIDENCIAL
001331070,RESIDENCIAL
009267056,RESIDENCIAL
009267058,RESIDENCIAL
005205030,RESIDENCIAL
001302019,RESIDENCIAL
007202009,RESIDENCIAL
009227020,OTROS
005684014,RESIDENCIAL
004613047,RESIDENCIAL
008310008,COMERCIO
009104013,RESIDENCIAL
002566089,RESIDENCIAL
004101051,OTROS
009267094,RESIDENCIAL
001406009,RESIDENCIAL
004510007,RESIDENCIAL
002437026,RESIDENCIAL
006502058,RESIDENCIAL
001204072,RESIDENCIAL
,
,
002611012,RESIDENCIAL
001423020,RESIDENCIAL
002608020,OTROS
005308002,RESIDENCIAL
004532035,RESIDENCIAL
002528069,RESIDENCIAL
002560026,RESIDENCIAL
004202028,OFICINAS
001422034,RESIDENCIAL
002456050,RESIDENCIAL
005657028,RESIDENCIAL
002508020,RESIDENCIAL
002526086,RESIDENCIAL
002526080,RESIDENCIAL
004588017,RESIDENCIAL
009129081,RESIDENCIAL
009228041,RESIDENCIAL
002511007,RESIDENCIAL
002526018,RESIDENCIAL
002514044,RESIDENCIAL
008303003,RESIDENCIAL
002573085,RESIDENCIAL
002616036,RESIDENCIAL
004609083,RESIDENCIAL
004609087,RESIDENCIAL
002594069,RESIDENCIAL
009117076,RESIDENCIAL
004633064,RESIDENCIAL
004559032,OTROS
004517098,RESIDENCIAL
002456086,RESIDENCIAL
001338017,OTROS
001338019,RESIDENCIAL
008417076,OFICINAS
008417080,OTROS
004509083,RESIDENCIAL
004519050,RESIDENCIAL
004508001,RESIDENCIAL
005106048,RESIDENCIAL
002609036,OTROS
001308065,RESIDENCIAL
001308066,OTROS
006502050,RESIDENCIAL
006216009,OTROS
001314028,RESIDENCIAL
001316099,OTROS
001315049,UNIVERSIDADES Y COLEGIOS
002546048,RESIDENCIAL
002428047,RESIDENCIAL
001337002,OTROS
002533038,RESIDENCIAL
002539017,OTROS
008404030,RESIDENCIAL
002539032,OTROS
002539034,RESIDENCIAL
002537069,RESIDENCIAL
002531010,RESIDENCIAL
008519059,RESIDENCIAL
